"Data","Video","Commenti.aggiunti","Iscritti.conquistati"
"2020-04-24","bHqlgYIilbA",0,0
"2020-04-24","BZRh-RNx5JE",0,0
"2020-04-24","Cwtt55TyyIo",0,0
"2020-04-24","dBb-TaXtr9w",0,0
"2020-04-24","DslthLffuDg",0,0
"2020-04-24","FehNFhqwWJ0",0,0
"2020-04-24","fl9oO2539Mw",0,0
"2020-04-24","fmLw1jg89ig",0,0
"2020-04-24","fql9ZjfOrC4",0,0
"2020-04-24","fW6HVXOQ5lk",0,0
"2020-04-24","gX3iIdvwfsI",0,0
"2020-04-24","IGGEJegyZPM",0,0
"2020-04-24","JFg4F2hgzm4",0,0
"2020-04-24","joo5mVBCOgY",0,0
"2020-04-24","k_c56YWKeQ0",0,0
"2020-04-24","K17Q7SffOo8",0,0
"2020-04-24","kA9WRL3SaYA",0,0
"2020-04-24","KNrTarehupA",0,0
"2020-04-24","l5FutIV8okc",0,0
"2020-04-24","lmegUM3arJ8",0,0
"2020-04-24","nw-oF5Y1Fbk",0,0
"2020-04-24","nw4A-7sBs0A",0,0
"2020-04-24","nzrhjPWmUSs",0,0
"2020-04-24","ogelOyjMVFw",0,0
"2020-04-24","Oqe7R_QUtn0",0,0
"2020-04-24","oz6zWuk19NY",0,0
"2020-04-24","p8rze8aXbBk",0,0
"2020-04-24","PcJInZaULH4",0,0
"2020-04-24","PIjLdOBUlqM",0,0
"2020-04-24","QC5VF5Aqyfc",0,0
"2020-04-24","QlNjvQB7kYE",0,0
"2020-04-24","QNuEdemg9vg",0,0
"2020-04-24","Rj5GmhqGyGc",0,0
"2020-04-24","SBp65QbiyTY",0,0
"2020-04-24","SIZvKetVbz0",0,0
"2020-04-24","SxwrRgBDMps",0,0
"2020-04-24","syMRfV1TLWQ",0,0
"2020-04-24","tnC2bTe7btY",0,0
"2020-04-24","TRIsIP98rgU",0,0
"2020-04-24","TRnyY6XebB4",0,0
"2020-04-24","u3-Q3FmRDbs",0,0
"2020-04-24","UrN1T1SfsIE",0,0
"2020-04-24","VvsWZNqPqbs",0,0
"2020-04-24","WF1CAKubEdE",0,0
"2020-04-24","wTt8GoTJl34",0,0
"2020-04-24","Y0o6MNSO1JE",0,0
"2020-04-24","YC47q9Rf9Gw",0,0
"2020-04-24","YgM8G6-1DIY",0,0
"2020-04-24","yGt5qBzskUM",0,0
"2020-04-24","ZqXx7zmkmWE",0,0
"2020-04-25"," -vyzTpwd4Jw",0,0
"2020-04-25","_BLNRxOiuTg",0,0
"2020-04-25","_LRP4bGW9uI",0,0
"2020-04-25","04T9B4Tz_Ls",0,0
"2020-04-25","3oqHZZzrRPk",0,0
"2020-04-25","57xSclHUn5Q",0,0
"2020-04-25","5FQ-cH82Fqc",0,0
"2020-04-25","5xsAiaoGS9Y",0,0
"2020-04-25","6AA5iOS8cxc",0,0
"2020-04-25","7grWxjb6M1Q",0,0
"2020-04-25","83BnzNllyv8",0,0
"2020-04-25","A8RdtBMNTLQ",0,0
"2020-04-25","agm1oCUZ1O0",0,0
"2020-04-25","ai4qF5TbdoQ",0,0
"2020-04-25","AtllqdKQi68",0,0
"2020-04-25","ATxdeGwj7Vw",0,0
"2020-04-25","bHqlgYIilbA",0,0
"2020-04-25","BZRh-RNx5JE",0,0
"2020-04-25","Cwtt55TyyIo",0,0
"2020-04-25","dBb-TaXtr9w",0,0
"2020-04-25","DslthLffuDg",0,0
"2020-04-25","FehNFhqwWJ0",0,0
"2020-04-25","fl9oO2539Mw",1,1
"2020-04-25","fmLw1jg89ig",0,0
"2020-04-25","fql9ZjfOrC4",0,0
"2020-04-25","fW6HVXOQ5lk",0,0
"2020-04-25","gX3iIdvwfsI",0,0
"2020-04-25","IGGEJegyZPM",0,0
"2020-04-25","JFg4F2hgzm4",0,0
"2020-04-25","joo5mVBCOgY",0,0
"2020-04-25","k_c56YWKeQ0",0,0
"2020-04-25","K17Q7SffOo8",0,0
"2020-04-25","kA9WRL3SaYA",0,0
"2020-04-25","KNrTarehupA",0,0
"2020-04-25","l5FutIV8okc",0,0
"2020-04-25","lmegUM3arJ8",0,0
"2020-04-25","nw-oF5Y1Fbk",0,0
"2020-04-25","nw4A-7sBs0A",0,0
"2020-04-25","nzrhjPWmUSs",0,0
"2020-04-25","ogelOyjMVFw",0,0
"2020-04-25","Oqe7R_QUtn0",0,0
"2020-04-25","oz6zWuk19NY",0,0
"2020-04-25","p8rze8aXbBk",0,0
"2020-04-25","PcJInZaULH4",0,0
"2020-04-25","PIjLdOBUlqM",0,0
"2020-04-25","QC5VF5Aqyfc",0,0
"2020-04-25","QlNjvQB7kYE",0,0
"2020-04-25","QNuEdemg9vg",0,0
"2020-04-25","Rj5GmhqGyGc",0,0
"2020-04-25","SBp65QbiyTY",0,0
"2020-04-25","SIZvKetVbz0",0,0
"2020-04-25","SxwrRgBDMps",0,0
"2020-04-25","syMRfV1TLWQ",0,0
"2020-04-25","tnC2bTe7btY",0,0
"2020-04-25","TRIsIP98rgU",0,0
"2020-04-25","TRnyY6XebB4",0,0
"2020-04-25","u3-Q3FmRDbs",0,0
"2020-04-25","UrN1T1SfsIE",0,0
"2020-04-25","VvsWZNqPqbs",0,0
"2020-04-25","WF1CAKubEdE",0,0
"2020-04-25","wTt8GoTJl34",0,0
"2020-04-25","Y0o6MNSO1JE",0,0
"2020-04-25","YC47q9Rf9Gw",0,0
"2020-04-25","YgM8G6-1DIY",0,0
"2020-04-25","yGt5qBzskUM",0,0
"2020-04-25","ZqXx7zmkmWE",0,0
"2020-04-26"," -vyzTpwd4Jw",0,0
"2020-04-26","_BLNRxOiuTg",0,0
"2020-04-26","_LRP4bGW9uI",0,0
"2020-04-26","04T9B4Tz_Ls",0,0
"2020-04-26","3oqHZZzrRPk",0,0
"2020-04-26","57xSclHUn5Q",0,0
"2020-04-26","5FQ-cH82Fqc",0,0
"2020-04-26","5xsAiaoGS9Y",0,0
"2020-04-26","6AA5iOS8cxc",0,0
"2020-04-26","7grWxjb6M1Q",0,0
"2020-04-26","83BnzNllyv8",0,0
"2020-04-26","A8RdtBMNTLQ",0,0
"2020-04-26","agm1oCUZ1O0",0,0
"2020-04-26","ai4qF5TbdoQ",0,0
"2020-04-26","AtllqdKQi68",0,0
"2020-04-26","ATxdeGwj7Vw",0,0
"2020-04-26","bHqlgYIilbA",0,0
"2020-04-26","BZRh-RNx5JE",0,0
"2020-04-26","Cwtt55TyyIo",0,0
"2020-04-26","dBb-TaXtr9w",0,0
"2020-04-26","DslthLffuDg",0,0
"2020-04-26","FehNFhqwWJ0",0,0
"2020-04-26","fl9oO2539Mw",0,1
"2020-04-26","fmLw1jg89ig",0,0
"2020-04-26","fql9ZjfOrC4",0,0
"2020-04-26","fW6HVXOQ5lk",0,0
"2020-04-26","gX3iIdvwfsI",0,0
"2020-04-26","IGGEJegyZPM",0,0
"2020-04-26","JFg4F2hgzm4",0,0
"2020-04-26","joo5mVBCOgY",0,0
"2020-04-26","k_c56YWKeQ0",0,0
"2020-04-26","K17Q7SffOo8",0,0
"2020-04-26","kA9WRL3SaYA",0,0
"2020-04-26","KNrTarehupA",0,0
"2020-04-26","l5FutIV8okc",0,0
"2020-04-26","lmegUM3arJ8",2,1
"2020-04-26","nw-oF5Y1Fbk",0,0
"2020-04-26","nw4A-7sBs0A",0,0
"2020-04-26","nzrhjPWmUSs",0,0
"2020-04-26","ogelOyjMVFw",0,0
"2020-04-26","Oqe7R_QUtn0",0,0
"2020-04-26","oz6zWuk19NY",0,0
"2020-04-26","p8rze8aXbBk",0,0
"2020-04-26","PcJInZaULH4",0,0
"2020-04-26","PIjLdOBUlqM",0,0
"2020-04-26","QC5VF5Aqyfc",0,0
"2020-04-26","QlNjvQB7kYE",0,0
"2020-04-26","QNuEdemg9vg",0,0
"2020-04-26","Rj5GmhqGyGc",0,0
"2020-04-26","SBp65QbiyTY",0,0
"2020-04-26","SIZvKetVbz0",0,0
"2020-04-26","SxwrRgBDMps",0,0
"2020-04-26","syMRfV1TLWQ",0,0
"2020-04-26","tnC2bTe7btY",0,0
"2020-04-26","TRIsIP98rgU",0,0
"2020-04-26","TRnyY6XebB4",0,0
"2020-04-26","u3-Q3FmRDbs",0,0
"2020-04-26","UrN1T1SfsIE",0,0
"2020-04-26","VvsWZNqPqbs",0,0
"2020-04-26","WF1CAKubEdE",0,0
"2020-04-26","wTt8GoTJl34",0,0
"2020-04-26","Y0o6MNSO1JE",0,0
"2020-04-26","YC47q9Rf9Gw",0,0
"2020-04-26","YgM8G6-1DIY",0,0
"2020-04-26","yGt5qBzskUM",0,0
"2020-04-26","ZqXx7zmkmWE",0,0
"2020-04-27"," -vyzTpwd4Jw",0,0
"2020-04-27","_BLNRxOiuTg",0,0
"2020-04-27","_LRP4bGW9uI",0,0
"2020-04-27","04T9B4Tz_Ls",0,0
"2020-04-27","3oqHZZzrRPk",0,0
"2020-04-27","57xSclHUn5Q",0,0
"2020-04-27","5FQ-cH82Fqc",0,0
"2020-04-27","5xsAiaoGS9Y",0,0
"2020-04-27","6AA5iOS8cxc",0,0
"2020-04-27","7grWxjb6M1Q",0,0
"2020-04-27","83BnzNllyv8",0,0
"2020-04-27","A8RdtBMNTLQ",0,0
"2020-04-27","agm1oCUZ1O0",0,0
"2020-04-27","ai4qF5TbdoQ",0,0
"2020-04-27","AtllqdKQi68",0,0
"2020-04-27","ATxdeGwj7Vw",0,0
"2020-04-27","bHqlgYIilbA",0,0
"2020-04-27","BZRh-RNx5JE",0,0
"2020-04-27","Cwtt55TyyIo",0,0
"2020-04-27","dBb-TaXtr9w",0,0
"2020-04-27","DslthLffuDg",0,0
"2020-04-27","FehNFhqwWJ0",0,0
"2020-04-27","fl9oO2539Mw",0,0
"2020-04-27","fmLw1jg89ig",0,0
"2020-04-27","fql9ZjfOrC4",0,0
"2020-04-27","fW6HVXOQ5lk",0,0
"2020-04-27","gX3iIdvwfsI",0,0
"2020-04-27","IGGEJegyZPM",0,0
"2020-04-27","JFg4F2hgzm4",0,0
"2020-04-27","joo5mVBCOgY",0,0
"2020-04-27","k_c56YWKeQ0",0,0
"2020-04-27","K17Q7SffOo8",0,0
"2020-04-27","kA9WRL3SaYA",0,0
"2020-04-27","KNrTarehupA",0,0
"2020-04-27","l5FutIV8okc",0,0
"2020-04-27","lmegUM3arJ8",1,2
"2020-04-27","nw-oF5Y1Fbk",0,0
"2020-04-27","nw4A-7sBs0A",0,0
"2020-04-27","nzrhjPWmUSs",0,0
"2020-04-27","ogelOyjMVFw",0,0
"2020-04-27","Oqe7R_QUtn0",0,0
"2020-04-27","oz6zWuk19NY",0,0
"2020-04-27","p8rze8aXbBk",0,0
"2020-04-27","PcJInZaULH4",0,0
"2020-04-27","PIjLdOBUlqM",0,0
"2020-04-27","QC5VF5Aqyfc",0,0
"2020-04-27","QlNjvQB7kYE",0,0
"2020-04-27","QNuEdemg9vg",0,0
"2020-04-27","Rj5GmhqGyGc",0,0
"2020-04-27","SBp65QbiyTY",0,0
"2020-04-27","SIZvKetVbz0",0,0
"2020-04-27","SxwrRgBDMps",0,0
"2020-04-27","syMRfV1TLWQ",0,0
"2020-04-27","tnC2bTe7btY",0,0
"2020-04-27","TRIsIP98rgU",0,0
"2020-04-27","TRnyY6XebB4",0,0
"2020-04-27","u3-Q3FmRDbs",0,0
"2020-04-27","UrN1T1SfsIE",0,0
"2020-04-27","VvsWZNqPqbs",0,0
"2020-04-27","WF1CAKubEdE",0,0
"2020-04-27","wTt8GoTJl34",0,0
"2020-04-27","Y0o6MNSO1JE",0,0
"2020-04-27","YC47q9Rf9Gw",0,0
"2020-04-27","YgM8G6-1DIY",0,0
"2020-04-27","yGt5qBzskUM",0,0
"2020-04-27","ZqXx7zmkmWE",0,0
"2020-04-28"," -vyzTpwd4Jw",0,0
"2020-04-28","_BLNRxOiuTg",0,0
"2020-04-28","_LRP4bGW9uI",0,0
"2020-04-28","04T9B4Tz_Ls",0,0
"2020-04-28","3oqHZZzrRPk",0,0
"2020-04-28","57xSclHUn5Q",0,0
"2020-04-28","5FQ-cH82Fqc",0,0
"2020-04-28","5xsAiaoGS9Y",0,0
"2020-04-28","6AA5iOS8cxc",0,0
"2020-04-28","7grWxjb6M1Q",0,0
"2020-04-28","83BnzNllyv8",0,0
"2020-04-28","A8RdtBMNTLQ",0,0
"2020-04-28","agm1oCUZ1O0",0,0
"2020-04-28","ai4qF5TbdoQ",0,0
"2020-04-28","AtllqdKQi68",0,0
"2020-04-28","ATxdeGwj7Vw",0,0
"2020-04-28","bHqlgYIilbA",0,0
"2020-04-28","BZRh-RNx5JE",0,0
"2020-04-28","Cwtt55TyyIo",0,0
"2020-04-28","dBb-TaXtr9w",0,0
"2020-04-28","DslthLffuDg",0,0
"2020-04-28","FehNFhqwWJ0",0,0
"2020-04-28","fl9oO2539Mw",0,0
"2020-04-28","fmLw1jg89ig",0,0
"2020-04-28","fql9ZjfOrC4",0,0
"2020-04-28","fW6HVXOQ5lk",0,0
"2020-04-28","gX3iIdvwfsI",0,0
"2020-04-28","IGGEJegyZPM",0,0
"2020-04-28","JFg4F2hgzm4",0,0
"2020-04-28","joo5mVBCOgY",1,1
"2020-04-28","k_c56YWKeQ0",0,0
"2020-04-28","K17Q7SffOo8",0,0
"2020-04-28","kA9WRL3SaYA",0,0
"2020-04-28","KNrTarehupA",0,0
"2020-04-28","l5FutIV8okc",0,0
"2020-04-28","lmegUM3arJ8",0,0
"2020-04-28","nw-oF5Y1Fbk",0,0
"2020-04-28","nw4A-7sBs0A",0,0
"2020-04-28","nzrhjPWmUSs",0,0
"2020-04-28","ogelOyjMVFw",0,0
"2020-04-28","Oqe7R_QUtn0",0,0
"2020-04-28","oz6zWuk19NY",0,0
"2020-04-28","p8rze8aXbBk",0,0
"2020-04-28","PcJInZaULH4",0,0
"2020-04-28","PIjLdOBUlqM",0,0
"2020-04-28","QC5VF5Aqyfc",0,0
"2020-04-28","QlNjvQB7kYE",0,0
"2020-04-28","QNuEdemg9vg",0,0
"2020-04-28","Rj5GmhqGyGc",0,0
"2020-04-28","SBp65QbiyTY",0,0
"2020-04-28","SIZvKetVbz0",0,0
"2020-04-28","SxwrRgBDMps",0,0
"2020-04-28","syMRfV1TLWQ",0,0
"2020-04-28","tnC2bTe7btY",0,0
"2020-04-28","TRIsIP98rgU",0,0
"2020-04-28","TRnyY6XebB4",0,0
"2020-04-28","u3-Q3FmRDbs",0,0
"2020-04-28","UrN1T1SfsIE",0,0
"2020-04-28","VvsWZNqPqbs",0,0
"2020-04-28","WF1CAKubEdE",0,0
"2020-04-28","wTt8GoTJl34",0,0
"2020-04-28","Y0o6MNSO1JE",0,0
"2020-04-28","YC47q9Rf9Gw",0,0
"2020-04-28","YgM8G6-1DIY",0,0
"2020-04-28","yGt5qBzskUM",0,0
"2020-04-28","ZqXx7zmkmWE",0,0
"2020-04-29"," -vyzTpwd4Jw",0,0
"2020-04-29","_BLNRxOiuTg",0,0
"2020-04-29","_LRP4bGW9uI",0,0
"2020-04-29","04T9B4Tz_Ls",0,0
"2020-04-29","3oqHZZzrRPk",0,0
"2020-04-29","57xSclHUn5Q",0,0
"2020-04-29","5FQ-cH82Fqc",0,0
"2020-04-29","5xsAiaoGS9Y",0,0
"2020-04-29","6AA5iOS8cxc",0,0
"2020-04-29","7grWxjb6M1Q",0,0
"2020-04-29","83BnzNllyv8",0,0
"2020-04-29","A8RdtBMNTLQ",0,0
"2020-04-29","agm1oCUZ1O0",0,0
"2020-04-29","ai4qF5TbdoQ",0,0
"2020-04-29","AtllqdKQi68",0,0
"2020-04-29","ATxdeGwj7Vw",0,0
"2020-04-29","bHqlgYIilbA",0,0
"2020-04-29","BZRh-RNx5JE",0,0
"2020-04-29","Cwtt55TyyIo",0,0
"2020-04-29","dBb-TaXtr9w",0,0
"2020-04-29","DslthLffuDg",0,0
"2020-04-29","FehNFhqwWJ0",0,0
"2020-04-29","fl9oO2539Mw",0,0
"2020-04-29","fmLw1jg89ig",0,0
"2020-04-29","fql9ZjfOrC4",0,0
"2020-04-29","fW6HVXOQ5lk",0,0
"2020-04-29","gX3iIdvwfsI",0,0
"2020-04-29","IGGEJegyZPM",0,0
"2020-04-29","JFg4F2hgzm4",0,0
"2020-04-29","joo5mVBCOgY",0,0
"2020-04-29","k_c56YWKeQ0",0,0
"2020-04-29","K17Q7SffOo8",0,0
"2020-04-29","kA9WRL3SaYA",0,0
"2020-04-29","KNrTarehupA",0,0
"2020-04-29","l5FutIV8okc",0,0
"2020-04-29","lmegUM3arJ8",0,0
"2020-04-29","nw-oF5Y1Fbk",1,0
"2020-04-29","nw4A-7sBs0A",0,0
"2020-04-29","nzrhjPWmUSs",0,0
"2020-04-29","ogelOyjMVFw",0,0
"2020-04-29","Oqe7R_QUtn0",0,0
"2020-04-29","oz6zWuk19NY",0,0
"2020-04-29","p8rze8aXbBk",0,0
"2020-04-29","PcJInZaULH4",0,0
"2020-04-29","PIjLdOBUlqM",0,0
"2020-04-29","QC5VF5Aqyfc",0,0
"2020-04-29","QlNjvQB7kYE",0,0
"2020-04-29","QNuEdemg9vg",0,0
"2020-04-29","Rj5GmhqGyGc",0,0
"2020-04-29","SBp65QbiyTY",0,0
"2020-04-29","SIZvKetVbz0",0,0
"2020-04-29","SxwrRgBDMps",0,0
"2020-04-29","syMRfV1TLWQ",0,0
"2020-04-29","tnC2bTe7btY",0,0
"2020-04-29","TRIsIP98rgU",0,0
"2020-04-29","TRnyY6XebB4",0,0
"2020-04-29","u3-Q3FmRDbs",0,0
"2020-04-29","UrN1T1SfsIE",0,0
"2020-04-29","VvsWZNqPqbs",0,0
"2020-04-29","WF1CAKubEdE",0,0
"2020-04-29","wTt8GoTJl34",0,0
"2020-04-29","Y0o6MNSO1JE",0,0
"2020-04-29","YC47q9Rf9Gw",0,0
"2020-04-29","YgM8G6-1DIY",0,0
"2020-04-29","yGt5qBzskUM",0,0
"2020-04-29","ZqXx7zmkmWE",0,0
"2020-04-30"," -vyzTpwd4Jw",0,0
"2020-04-30","_BLNRxOiuTg",0,0
"2020-04-30","_LRP4bGW9uI",0,0
"2020-04-30","04T9B4Tz_Ls",0,0
"2020-04-30","3oqHZZzrRPk",0,0
"2020-04-30","57xSclHUn5Q",0,0
"2020-04-30","5FQ-cH82Fqc",0,0
"2020-04-30","5xsAiaoGS9Y",0,0
"2020-04-30","6AA5iOS8cxc",0,0
"2020-04-30","7grWxjb6M1Q",0,0
"2020-04-30","83BnzNllyv8",0,0
"2020-04-30","A8RdtBMNTLQ",0,0
"2020-04-30","agm1oCUZ1O0",0,0
"2020-04-30","ai4qF5TbdoQ",0,0
"2020-04-30","AtllqdKQi68",0,0
"2020-04-30","ATxdeGwj7Vw",0,0
"2020-04-30","bHqlgYIilbA",1,0
"2020-04-30","BZRh-RNx5JE",0,0
"2020-04-30","Cwtt55TyyIo",0,0
"2020-04-30","dBb-TaXtr9w",0,0
"2020-04-30","DslthLffuDg",0,0
"2020-04-30","FehNFhqwWJ0",0,0
"2020-04-30","fl9oO2539Mw",0,0
"2020-04-30","fmLw1jg89ig",0,0
"2020-04-30","fql9ZjfOrC4",0,0
"2020-04-30","fW6HVXOQ5lk",0,0
"2020-04-30","gX3iIdvwfsI",0,0
"2020-04-30","IGGEJegyZPM",0,0
"2020-04-30","JFg4F2hgzm4",0,0
"2020-04-30","joo5mVBCOgY",0,0
"2020-04-30","k_c56YWKeQ0",0,0
"2020-04-30","K17Q7SffOo8",0,0
"2020-04-30","kA9WRL3SaYA",0,0
"2020-04-30","KNrTarehupA",0,0
"2020-04-30","l5FutIV8okc",0,0
"2020-04-30","lmegUM3arJ8",1,1
"2020-04-30","nw-oF5Y1Fbk",0,0
"2020-04-30","nw4A-7sBs0A",0,0
"2020-04-30","nzrhjPWmUSs",0,0
"2020-04-30","ogelOyjMVFw",0,0
"2020-04-30","Oqe7R_QUtn0",0,0
"2020-04-30","oz6zWuk19NY",0,0
"2020-04-30","p8rze8aXbBk",0,0
"2020-04-30","PcJInZaULH4",0,0
"2020-04-30","PIjLdOBUlqM",0,0
"2020-04-30","QC5VF5Aqyfc",0,0
"2020-04-30","QlNjvQB7kYE",0,0
"2020-04-30","QNuEdemg9vg",0,0
"2020-04-30","Rj5GmhqGyGc",0,0
"2020-04-30","SBp65QbiyTY",0,0
"2020-04-30","SIZvKetVbz0",0,0
"2020-04-30","SxwrRgBDMps",0,0
"2020-04-30","syMRfV1TLWQ",2,1
"2020-04-30","tnC2bTe7btY",0,0
"2020-04-30","TRIsIP98rgU",0,0
"2020-04-30","TRnyY6XebB4",0,0
"2020-04-30","u3-Q3FmRDbs",0,0
"2020-04-30","UrN1T1SfsIE",0,0
"2020-04-30","VvsWZNqPqbs",0,0
"2020-04-30","WF1CAKubEdE",0,0
"2020-04-30","wTt8GoTJl34",0,0
"2020-04-30","Y0o6MNSO1JE",0,0
"2020-04-30","YC47q9Rf9Gw",0,0
"2020-04-30","YgM8G6-1DIY",0,0
"2020-04-30","yGt5qBzskUM",0,0
"2020-04-30","ZqXx7zmkmWE",0,0
"2020-05-01"," -vyzTpwd4Jw",0,0
"2020-05-01","_BLNRxOiuTg",0,0
"2020-05-01","_LRP4bGW9uI",0,0
"2020-05-01","04T9B4Tz_Ls",0,0
"2020-05-01","3oqHZZzrRPk",0,0
"2020-05-01","57xSclHUn5Q",0,0
"2020-05-01","5FQ-cH82Fqc",0,0
"2020-05-01","5xsAiaoGS9Y",0,0
"2020-05-01","6AA5iOS8cxc",0,0
"2020-05-01","7grWxjb6M1Q",0,0
"2020-05-01","83BnzNllyv8",0,0
"2020-05-01","A8RdtBMNTLQ",0,0
"2020-05-01","agm1oCUZ1O0",0,0
"2020-05-01","ai4qF5TbdoQ",0,0
"2020-05-01","AtllqdKQi68",0,0
"2020-05-01","ATxdeGwj7Vw",0,0
"2020-05-01","bHqlgYIilbA",1,0
"2020-05-01","BZRh-RNx5JE",0,0
"2020-05-01","Cwtt55TyyIo",0,0
"2020-05-01","dBb-TaXtr9w",0,0
"2020-05-01","DslthLffuDg",0,0
"2020-05-01","FehNFhqwWJ0",0,0
"2020-05-01","fl9oO2539Mw",0,1
"2020-05-01","fmLw1jg89ig",0,0
"2020-05-01","fql9ZjfOrC4",0,0
"2020-05-01","fW6HVXOQ5lk",0,0
"2020-05-01","gX3iIdvwfsI",0,0
"2020-05-01","IGGEJegyZPM",0,0
"2020-05-01","JFg4F2hgzm4",0,0
"2020-05-01","joo5mVBCOgY",0,0
"2020-05-01","k_c56YWKeQ0",0,0
"2020-05-01","K17Q7SffOo8",0,0
"2020-05-01","kA9WRL3SaYA",0,0
"2020-05-01","KNrTarehupA",0,0
"2020-05-01","l5FutIV8okc",0,0
"2020-05-01","lmegUM3arJ8",0,0
"2020-05-01","nw-oF5Y1Fbk",0,0
"2020-05-01","nw4A-7sBs0A",0,0
"2020-05-01","nzrhjPWmUSs",0,0
"2020-05-01","ogelOyjMVFw",0,0
"2020-05-01","Oqe7R_QUtn0",0,0
"2020-05-01","oz6zWuk19NY",0,0
"2020-05-01","p8rze8aXbBk",0,0
"2020-05-01","PcJInZaULH4",0,0
"2020-05-01","PIjLdOBUlqM",0,0
"2020-05-01","QC5VF5Aqyfc",0,0
"2020-05-01","QlNjvQB7kYE",0,0
"2020-05-01","QNuEdemg9vg",0,0
"2020-05-01","Rj5GmhqGyGc",0,0
"2020-05-01","SBp65QbiyTY",0,0
"2020-05-01","SIZvKetVbz0",0,0
"2020-05-01","SxwrRgBDMps",0,0
"2020-05-01","syMRfV1TLWQ",0,0
"2020-05-01","tnC2bTe7btY",0,0
"2020-05-01","TRIsIP98rgU",0,0
"2020-05-01","TRnyY6XebB4",0,0
"2020-05-01","u3-Q3FmRDbs",0,0
"2020-05-01","UrN1T1SfsIE",0,0
"2020-05-01","VvsWZNqPqbs",0,0
"2020-05-01","WF1CAKubEdE",0,0
"2020-05-01","wTt8GoTJl34",0,0
"2020-05-01","Y0o6MNSO1JE",0,0
"2020-05-01","YC47q9Rf9Gw",0,0
"2020-05-01","YgM8G6-1DIY",0,0
"2020-05-01","yGt5qBzskUM",0,0
"2020-05-01","ZqXx7zmkmWE",1,1
"2020-05-02"," -vyzTpwd4Jw",0,0
"2020-05-02","_BLNRxOiuTg",0,0
"2020-05-02","_LRP4bGW9uI",0,0
"2020-05-02","04T9B4Tz_Ls",0,0
"2020-05-02","3oqHZZzrRPk",0,0
"2020-05-02","57xSclHUn5Q",0,0
"2020-05-02","5FQ-cH82Fqc",0,0
"2020-05-02","5xsAiaoGS9Y",0,0
"2020-05-02","6AA5iOS8cxc",0,0
"2020-05-02","7grWxjb6M1Q",0,0
"2020-05-02","83BnzNllyv8",0,0
"2020-05-02","A8RdtBMNTLQ",0,0
"2020-05-02","agm1oCUZ1O0",0,0
"2020-05-02","ai4qF5TbdoQ",0,0
"2020-05-02","AtllqdKQi68",0,0
"2020-05-02","ATxdeGwj7Vw",0,0
"2020-05-02","bHqlgYIilbA",0,0
"2020-05-02","BZRh-RNx5JE",0,0
"2020-05-02","Cwtt55TyyIo",0,0
"2020-05-02","dBb-TaXtr9w",0,0
"2020-05-02","DslthLffuDg",0,0
"2020-05-02","FehNFhqwWJ0",0,0
"2020-05-02","fl9oO2539Mw",0,0
"2020-05-02","fmLw1jg89ig",0,0
"2020-05-02","fql9ZjfOrC4",0,0
"2020-05-02","fW6HVXOQ5lk",0,0
"2020-05-02","gX3iIdvwfsI",0,0
"2020-05-02","IGGEJegyZPM",0,0
"2020-05-02","JFg4F2hgzm4",0,0
"2020-05-02","joo5mVBCOgY",1,0
"2020-05-02","k_c56YWKeQ0",0,0
"2020-05-02","K17Q7SffOo8",0,0
"2020-05-02","kA9WRL3SaYA",0,0
"2020-05-02","KNrTarehupA",0,0
"2020-05-02","l5FutIV8okc",0,0
"2020-05-02","lmegUM3arJ8",0,0
"2020-05-02","nw-oF5Y1Fbk",0,0
"2020-05-02","nw4A-7sBs0A",0,0
"2020-05-02","nzrhjPWmUSs",0,0
"2020-05-02","ogelOyjMVFw",0,0
"2020-05-02","Oqe7R_QUtn0",0,0
"2020-05-02","oz6zWuk19NY",0,0
"2020-05-02","p8rze8aXbBk",0,0
"2020-05-02","PcJInZaULH4",0,0
"2020-05-02","PIjLdOBUlqM",0,0
"2020-05-02","QC5VF5Aqyfc",0,0
"2020-05-02","QlNjvQB7kYE",0,0
"2020-05-02","QNuEdemg9vg",0,0
"2020-05-02","Rj5GmhqGyGc",0,0
"2020-05-02","SBp65QbiyTY",0,0
"2020-05-02","SIZvKetVbz0",0,0
"2020-05-02","SxwrRgBDMps",0,0
"2020-05-02","syMRfV1TLWQ",0,0
"2020-05-02","tnC2bTe7btY",0,0
"2020-05-02","TRIsIP98rgU",0,0
"2020-05-02","TRnyY6XebB4",0,0
"2020-05-02","u3-Q3FmRDbs",0,0
"2020-05-02","UrN1T1SfsIE",0,0
"2020-05-02","VvsWZNqPqbs",0,0
"2020-05-02","WF1CAKubEdE",0,0
"2020-05-02","wTt8GoTJl34",0,0
"2020-05-02","Y0o6MNSO1JE",0,0
"2020-05-02","YC47q9Rf9Gw",0,0
"2020-05-02","YgM8G6-1DIY",0,0
"2020-05-02","yGt5qBzskUM",0,0
"2020-05-02","ZqXx7zmkmWE",0,0
"2020-05-03"," -vyzTpwd4Jw",0,0
"2020-05-03","_BLNRxOiuTg",0,0
"2020-05-03","_LRP4bGW9uI",0,0
"2020-05-03","04T9B4Tz_Ls",0,0
"2020-05-03","3oqHZZzrRPk",0,0
"2020-05-03","57xSclHUn5Q",0,0
"2020-05-03","5FQ-cH82Fqc",0,0
"2020-05-03","5xsAiaoGS9Y",0,0
"2020-05-03","6AA5iOS8cxc",0,0
"2020-05-03","7grWxjb6M1Q",0,0
